Package,Item,Title,Rows,Cols,has_logical,has_binary,has_numeric,has_character,CSV,Doc
Zelig,klein,Simulation Data for model Two-Stage Least Square (twosls) that corresponds to method 2SLS of systemfit,21,14,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Zelig,kmenta,Simulation Data for model Three-Stage Least Square (threesls) that corresponds to method 3SLS of systemfit,20,5,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Zelig,macro,Macroeconomic Data,350,6,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Zelig,MatchIt.url,Table of links for Zelig,2,2,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Zelig,mexico,Voting Data from the 1988 Mexican Presidental Election,1359,33,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Zelig,mid,Militarized Interstate Disputes,3126,7,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Zelig,newpainters,The Discretized Painter's Data of de Piles,54,4,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Zelig,PErisk,Political Economic Risk Data from 62 Countries in 1987,62,6,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Zelig,sanction,Multilateral Economic Sanctions,78,8,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Zelig,seatshare,Left Party Seat Share in 11 OECD Countries,384,4,FALSE,FALSE,TRUE,TRUE,CSV,DOC
Zelig,sna.ex,Simulated Example of Social Network Data,0,5,FALSE,FALSE,FALSE,FALSE,CSV,DOC
Zelig,SupremeCourt,U.S. Supreme Court Vote Matrix,43,9,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Zelig,swiss,Swiss Fertility and Socioeconomic Indicators (1888) Data,47,6,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Zelig,tobin,Tobin's Tobit Data,20,3,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Zelig,turnout,Turnout Data Set from the National Election Survey,2000,5,FALSE,TRUE,TRUE,FALSE,CSV,DOC
Zelig,voteincome,Sample Turnout and Demographic Data from the 2000 Current Population Survey,1500,7,FALSE,TRUE,FALSE,FALSE,CSV,DOC
Zelig,Weimar,1932 Weimar election data,10,11,FALSE,FALSE,TRUE,FALSE,CSV,DOC
Zelig,Zelig.url,Table of links for Zelig,49,2,FALSE,FALSE,FALSE,FALSE,CSV,DOC
